,Title,Description,Company,Location,Actively_Hiring,ListDate,DaysAgo,Link,Latest,Scraped
216,Développeur SalesForce F/H,"Vous êtes à la recherche de nouveaux challenges dans le domaine des technologies informatiques ?

Rejoignez les équipes VISEO Maroc.



Dans un contexte agile, nous recherchons des .



:



:



Rejoignez-nous sans plus attendre !

Our privacy policy has been updated to comply with the new regulations. We invite you to consult it by clicking here: https://www.viseo.com/fr/politique-de-confidentialite. The VISEO Group uses the data collected as part of your application to assess your suitability for the job in question. We use the Jazz HR tool to help us in our recruitment process. This tool complies with current regulations on the protection of personal data. The tool is hosted in the United States and is PrivacyShield certified for HR data. In all cases, we may keep your file for 5 years so that we can contact you again if another position matches your profile. You may, of course, object to this. To find out more about how your data is used and how you can exercise your rights, please consult our privacy policy https://www.viseo.com/fr/politique-de-confidentialite.",VISEO,"Sidi Belyout, Casablanca-Settat, Morocco",Yes,3 days ago,3.0,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-salesforce-f-h-at-viseo-3721109870?refId=vx5kufV6e0JwPGL0GBU47g%3D%3D&trackingId=%2FCE0MyJL3NMeVctifuvSQg%3D%3D&position=18&pageNum=8&trk=public_jobs_jserp-result_search-card,1,2023-12-23
86,Frontend Developer,"The ideal candidate will be responsible for developing, testing, and debugging responsive web and mobile applications for the company. Using Angular Ionic, the candidate will be provided with a specific design available on Figma and XD as well as a designer for assistance.",Ghait2.0,"Rabat, Rabat-Salé-Kenitra, Morocco",No,3 days ago,3.0,https://ma.linkedin.com/jobs/view/frontend-developer-at-ghait2-0-3790300347?refId=PZg2iExorw0FQMmmqLrxrg%3D%3D&trackingId=wnjQBDHiean%2BOVdlrTEqyA%3D%3D&position=12&pageNum=3&trk=public_jobs_jserp-result_search-card,1,2023-12-23
158,"🚀 Développeur Java Senior - Rabat, Maroc 🌐","Le cabinet
Depuis 2017, Go&Dev est l’un des leaders du conseil en développement Digital dans les secteurs de la banque, la finance, l’assurance et les métiers du digital.",GO & DEV,"Rabat, Rabat-Salé-Kenitra, Morocco",Yes,3 days ago,3.0,https://ma.linkedin.com/jobs/view/%F0%9F%9A%80-d%C3%A9veloppeur-java-senior-rabat-maroc-%F0%9F%8C%90-at-go-dev-3790049016?refId=L29NqyAoCNvcD5enqyjVPg%3D%3D&trackingId=Cpy4baiovd5k8YtDp%2F%2BkDQ%3D%3D&position=10&pageNum=6&trk=public_jobs_jserp-result_search-card,1,2023-12-23
198,Développeur Java / JEE -Senior- CDI - F/H,"Bienvenue chez Eviden, où nous imaginons le futur de la tech.


Leader international du numérique sécurisé et décarboné, Eviden contribue à façonner les nouvelles technologies avec ses clients.",Eviden,"Prefecture of Casablanca, Casablanca-Settat, Morocco",Yes,3 days ago,3.0,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-java-jee-senior-cdi-f-h-at-eviden-3709352272?refId=BXgqCJirAP1xCnHqv%2Fjo1w%3D%3D&trackingId=DIZE7cneOSVnwE94UdCrOQ%3D%3D&position=25&pageNum=7&trk=public_jobs_jserp-result_search-card,1,2023-12-23
40,No-Code/Low-Code Developer,"As a No-Code/Low-Code Developer, you will be instrumental in developing and maintaining applications using no-code and low-code platforms. You will collaborate with cross-functional teams to create efficient business solutions and improve existing processes.
Responsibilities :",Leyton,Casablanca Metropolitan Area,Yes,3 days ago,3.0,https://ma.linkedin.com/jobs/view/no-code-low-code-developer-at-leyton-3765131080?refId=n916p2LTUfxgPdjKOmIpFA%3D%3D&trackingId=DMo8rLJgPe4xT867ZljUFw%3D%3D&position=16&pageNum=1&trk=public_jobs_jserp-result_search-card,1,2023-12-23
250,Développeur PL/SQL - Spécialisé Retail et BI (F/H),"Vous êtes sensible à la bonne exécution et à la qualité des projets ?

Vous souhaitez vous investir dans des projets challengeants pour nos prestigieux clients?

Vous êtes adepte de la ?

Dans le cadre d’un projet ambitieux, nous cherchons à renforcer notre équipe avec un Développeur PL/SQL expérimenté. Le candidat idéal a une connaissance approfondie du secteur du Retail et une bonne maîtrise des outils de Business Intelligence. Au sein de notre équipe, vous travaillerez sur le développement et l'optimisation de nos systèmes spécifiques, et nous comptons sur vous pour apporter votre expertise en BI.



En tant que spécialiste en PL/SQL, vous serez en charge du développement, de l'optimisation et de la maintenance des solutions adaptées à notre activité dans le secteur du Retail.

Vous travaillerez en étroite collaboration avec les membres de l'équipe du projet, afin d'identifier et comprendre les défis techniques que nous rencontrons, pour ensuite concevoir et mettre en œuvre des solutions efficaces.

3 Votre expertise en Business Intelligence sera mise à profit pour l'utilisation d'outils tels que Qlik Sense, PowerBI et Tableau. Vous utiliserez ces outils pour la surveillance proactive et l'optimisation de nos flux de données.



Vous possédez une solide expérience en développement PL/SQL et êtes à l'aise avec les défis techniques que cela représente.

Vous savez comment traduire les besoins opérationnels complexes du Retail en solutions techniques efficaces.

Vous avez de l'expérience avec les systèmes ERP. La connaissance de Cegid ORLI serait un atout considérable.

Vous maîtrisez les outils de Business Intelligence, comme Qlik Sense, PowerBI et Tableau. Vous êtes capable d'utiliser ces outils pour surveiller efficacement les flux de données complexes, permettant ainsi une détection proactive des anomalies, l'analyse des tendances et l'évaluation des performances.

Vous avez une solide compréhension des concepts ETL et de la gestion des flux de données. Vous êtes familiarisé avec plusieurs méthodes d'intégration de données, y compris l'utilisation de DBlink, le traitement de fichiers plats, les web services et les scripts PL/SQL.

Vous avez l'habitude de travailler en équipe et vous savez communiquer efficacement, tant pour comprendre les problèmes que pour proposer des solutions.

Vous êtes capable de travailler de manière autonome, vous prenez des initiatives et vous abordez les problèmes avec une perspective créative pour proposer des solutions innovantes.



C'est l'occasion de travailler sur un projet passionnant et d'avoir un véritable impact. Vous rejoindrez une équipe dynamique, dans un environnement qui favorise l'innovation et la croissance personnelle.

Si vous êtes un développeur PL/SQL expérimenté, que vous connaissez le secteur du Retail et que vous maîtrisez la BI, alors cette offre est pour vous. N'hésitez pas et postulez dès maintenant pour rejoindre notre équipe.

Our privacy policy has been updated to comply with the new regulations. We invite you to consult it by clicking here: https://www.viseo.com/fr/politique-de-confidentialite. The VISEO Group uses the data collected as part of your application to assess your suitability for the job in question. We use the Jazz HR tool to help us in our recruitment process. This tool complies with current regulations on the protection of personal data. The tool is hosted in the United States and is PrivacyShield certified for HR data. In all cases, we may keep your file for 5 years so that we can contact you again if another position matches your profile. You may, of course, object to this. To find out more about how your data is used and how you can exercise your rights, please consult our privacy policy https://www.viseo.com/fr/politique-de-confidentialite.",VISEO,"Casablanca, Casablanca-Settat, Morocco",Yes,3 days ago,3.0,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-pl-sql-sp%C3%A9cialis%C3%A9-retail-et-bi-f-h-at-viseo-3681419967?refId=kX39VwbtPplXonlnPr5m4Q%3D%3D&trackingId=55nNMYYC2knobyhON1vILw%3D%3D&position=2&pageNum=10&trk=public_jobs_jserp-result_search-card,1,2023-12-23
195,développeur(se) informatique PHP (H/F),,VINCI Energies,Casablanca Metropolitan Area,Yes,3 days ago,3.0,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-se-informatique-php-h-f-at-vinci-energies-3788627773?refId=BXgqCJirAP1xCnHqv%2Fjo1w%3D%3D&trackingId=nd63TVRdkAkyGe6WPZfx3Q%3D%3D&position=22&pageNum=7&trk=public_jobs_jserp-result_search-card,1,2023-12-23
245,Ingénieur middleware/Ingénieure middleware,"Détails de la mission:
Intégration :
Installation et déploiement des applications J2E et des progiciels
Vérification des normes d’installation
Vérification des normes réseau et de sécurité",Consort Group,Casablanca Metropolitan Area,Yes,3 days ago,3.0,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-middleware-ing%C3%A9nieure-middleware-at-consort-group-3788633668?refId=hktsH6qXRGndRKFGPE4Axw%3D%3D&trackingId=%2F50gPxXQCLstn8x3BQI01w%3D%3D&position=22&pageNum=9&trk=public_jobs_jserp-result_search-card,1,2023-12-23
88,Ingénieur Data,"La Banque Centrale Populaire recrute un(e) Ingénieur Data poste basé à Casablanca.

Missions du poste :
Mettre en place les mécanismes nécessaires pour capturer les données depuis le système opérant et l’industrialisation des solutions techniques depuis l’ingestion de la donnée, modélisation et exposition de la Data pour l’utilisateur final.",Banque Centrale Populaire - BCP,"Prefecture of Casablanca, Casablanca-Settat, Morocco",Yes,3 days ago,3.0,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-data-at-banque-centrale-populaire-bcp-3790533770?refId=PZg2iExorw0FQMmmqLrxrg%3D%3D&trackingId=MrLTKlEFsGvW4s9F6lfoCg%3D%3D&position=14&pageNum=3&trk=public_jobs_jserp-result_search-card,1,2023-12-23
170,Tech Lead ( MERN Stack ),"As a Tech Lead, you will manage a team of web and mobile developers on a variety of projects. Your mission is to guarantee the quality and technical performance of the solutions delivered.

Open-ended contract based in Errachidia, Morocco. ",LAEDX,"Errachidia, Drâa-Tafilalet, Morocco",Yes,3 days ago,3.0,https://ma.linkedin.com/jobs/view/tech-lead-mern-stack-at-laedx-3790577161?refId=L29NqyAoCNvcD5enqyjVPg%3D%3D&trackingId=HYKJzSKiqHK9L0YAkdqnqQ%3D%3D&position=22&pageNum=6&trk=public_jobs_jserp-result_search-card,1,2023-12-23
112,International Software Integrator,"Did you know that EDICOM is one of the world’s major EDI and e-invoicing businesses? Our solutions connect companies and large multinationals located on five continents and integrate their management systems.
EDICOM helps digitalize companies through the development of SaaS solutions (Software as a Service), automating and integrating data interchange (EDI), so eliminating manual insertion errors and unnecessary use of paper worldwide. The company has subsidiaries in New York, Milan, Paris, Valencia, Seville, Murcia, Mexico City, Bogota, Buenos Aires, Sao Paulo and Casablanca.

Task

Requirements

Advantages of the position",EDICOM HR,"Casablanca, Casablanca-Settat, Morocco",Yes,3 days ago,3.0,https://ma.linkedin.com/jobs/view/international-software-integrator-at-edicom-hr-3790056697?refId=MPXEVUZgP0n1B1UJcfwYwg%3D%3D&trackingId=0P8CpDjNxzb0ao1g%2FrcyyA%3D%3D&position=14&pageNum=4&trk=public_jobs_jserp-result_search-card,1,2023-12-23
31,Senior Python Engineer,"EVEAD GROUP is seeking a talented and experienced Senior Python Developer to join our expanding development team in Casablanca. We are working on an exciting project to rebuild our Business Intelligence software for an international scale, which is used by industry giants such as Google, Facebook, LinkedIn, and TikTok, as well as top digital advertising agencies and influential advertisers and brands in the MENA region.",EVEAD Group,"Casablanca-Settat, Morocco",No,3 days ago,3.0,https://ma.linkedin.com/jobs/view/senior-python-engineer-at-evead-group-3785802339?refId=n916p2LTUfxgPdjKOmIpFA%3D%3D&trackingId=cFNw1xd8GL6X7nJeIo%2BezQ%3D%3D&position=7&pageNum=1&trk=public_jobs_jserp-result_search-card,1,2023-12-23
169,Ingénieur sécurité systèmes informatiques / IBM Z,"Vos principales responsabilités sur cette mission:

• Procéder à des évaluations régulières de la sécurité de notre infrastructure IBM Mainframe Z Séries et identifier les vulnérabilités potentielles qui doivent être traitées, ",Cyclad,"Rabat, Rabat-Salé-Kenitra, Morocco",Yes,3 days ago,3.0,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-s%C3%A9curit%C3%A9-syst%C3%A8mes-informatiques-ibm-z-at-cyclad-3790058165?refId=L29NqyAoCNvcD5enqyjVPg%3D%3D&trackingId=5liezWDo1%2FmF3xGF2tj9ug%3D%3D&position=21&pageNum=6&trk=public_jobs_jserp-result_search-card,1,2023-12-23
268,Développeur REACT Senior,"Hey there, talented developers! We're on the lookout for a passionate and experienced Frontend Developer to join our dynamic team.

*About Us:*",BELEXPERTS,Casablanca Metropolitan Area,No,4 days ago,4.0,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-react-senior-at-belexperts-3789864362?refId=kX39VwbtPplXonlnPr5m4Q%3D%3D&trackingId=4Vmui5FAfjua4ClyltSVvg%3D%3D&position=20&pageNum=10&trk=public_jobs_jserp-result_search-card,1,2023-12-23
133,Testeur - Web et Applications Mobiles,"HCL Technologies est une société technologique mondiale de nouvelle génération qui aide les entreprises à repenser leurs activités à l'ère numérique. Nos produits et services technologiques s'appuient sur quatre décennies d'innovation, avec une philosophie de gestion de renommée mondiale, une forte culture d'invention et de prise de risque, et une attention constante aux relations avec les clients. HCL est également fière de ses nombreuses initiatives en matière de diversité, de responsabilité sociale, de durabilité et d'éducation. Grâce à son réseau mondial d'installations de R&D et de laboratoires de co-innovation, à ses capacités de livraison mondiales et à plus de 211 000 « Ideapreneurs » dans 52 pays, HCL fournit des services holistiques dans tous les secteurs verticaux de l'industrie aux entreprises leaders, dont 250 du Fortune 500 et 650 du Global 2000",HCLTech,"Rabat-Salé-Kenitra, Morocco",Yes,4 days ago,4.0,https://ma.linkedin.com/jobs/view/testeur-web-et-applications-mobiles-at-hcltech-3790011622?refId=RCJB3gyiZqafHXLg16esQw%3D%3D&trackingId=qNuSQccunwMCxLA3%2Fv3IZg%3D%3D&position=10&pageNum=5&trk=public_jobs_jserp-result_search-card,1,2023-12-23
